case_index,case_label,target_id,quarter,sample_stratum,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,period_match_exact_error,matches_injected_exact,matches_injected_harmonic,nearest_harmonic_factor,candidate_role,current_v3_veto_reason,period_days,mes,raw_rank,hardened_rank,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_depth_chi2,event_depth_chi2_dof,event_depth_chi2_pvalue,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.648770649364451,False,False,2.0,v3_winner,pass,9.297541298728902,24.485313693871884,3.0,1,10,1.0,0.7,0.3241511137001055,0.5012992114022021,14.46510756927411,9,0.1067157169736447,-2.3357846783507976,0.0195024665539102,1.3662013391378185,0.6385110605675657,9.835556513208664,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.661535084364004,False,False,2.0,v2_winner,pass,13.323070168728009,23.763618341770893,6.0,2,7,1.0,0.8571428571428571,0.3970936419097447,0.6727238587327306,3.9245718824636313,6,0.6868832804707801,0.4168100633141092,0.6768173410933807,1.7461781077752083,0.6695133663748406,6.8983710807938525,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.669204806064954,False,False,2.0,bank_candidate,pass,9.338409612129908,22.34914126634652,15.0,3,10,1.0,0.7,0.2501118850650176,0.718782084007278,18.960160771266473,9,0.0255337780851402,-2.263583067122371,0.023599770275183,2.6997329874352984,0.5013721067085769,9.752095285569771,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.874820051394636,False,False,2.0,bank_candidate,pass,11.749640102789272,21.103372436732325,27.0,4,8,1.0,0.875,0.445420769384161,0.6027718300976005,5.665703391679362,7,0.5792793790909433,-0.2011396033038991,0.840589415784011,1.4770828260576374,0.5109473314067917,7.769426786979395,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.2196533586538862,False,False,2.0,bank_candidate,pass,8.439306717307772,20.87704465972541,30.0,5,11,1.0,0.7272727272727273,0.328129978070016,0.6890900444913242,3.859639362974512,10,0.953456802066362,-0.3387832493593991,0.7347730209288815,1.0234013452484485,0.3366755920182129,10.113608332567736,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.8531122163694818,False,False,2.0,bank_candidate,pass,9.706224432738964,20.79836838927094,32.0,6,8,0.8,0.875,0.2705294545987415,0.7728137340629648,3.9149012634711986,7,0.7895253418671739,0.3239618837389572,0.745966891669939,1.9544501915910193,0.4466412248204713,7.693217395207734,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,2.91314100814634,False,False,2.0,bank_candidate,pass,7.82628201629268,20.780825437738432,33.0,7,12,1.0,0.6666666666666666,0.4038009179548027,0.5369993615757253,19.412797673938055,11,0.054074339393511,-0.7324745033968855,0.4638789993201029,1.5094686541119409,0.3579438743057003,11.56276626925608,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.5747037442633882,False,False,2.0,bank_candidate,pass,5.149407488526776,19.715879315386307,45.0,8,18,1.0,0.8333333333333334,0.1640215486079057,0.8390243768357576,17.401041095762995,17,0.4275315640240814,0.1934436674659296,0.8466115195265942,3.027104177320934,0.4233632183855611,17.51443694401547,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.486571074085078,False,False,2.0,bank_candidate,pass,10.973142148170156,19.577197262955295,48.0,9,9,1.0,0.7777777777777778,0.2843813976015599,0.742717172865267,13.73310950506935,8,0.0889925661974436,-2.499413223466469,0.0124399161363337,2.754970937139909,1.0,9.0,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.906744964770042,False,False,2.0,bank_candidate,pass,13.813489929540085,19.213924369172908,55.0,10,7,1.0,0.7142857142857143,0.3495057780999014,0.6498969362954576,11.407454387632512,6,0.0765708299313161,-0.3792216390343264,0.704523283933215,2.8201052781957165,0.3829892745168832,6.414768556589956,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.985934234922752,False,False,2.0,bank_candidate,pass,9.971868469845504,19.13653035541877,58.0,11,9,0.9,0.6666666666666666,0.4108938818548414,0.5947837730113628,19.34022932602738,8,0.0131422646404063,-0.4714091176964322,0.6373486061459844,2.4620528268051163,0.6084358985684,8.853458649981258,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.70240339776501,False,False,2.0,bank_candidate,pass,13.40480679553002,19.06692931967483,60.0,12,7,1.0,0.7142857142857143,0.409812569130335,0.6401663099237883,2.693213121086876,6,0.8462482851300773,-0.714683694120747,0.4748045156282653,1.2866165482514142,0.7248591926728927,6.930393028490233,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,6.42781596063287,False,False,2.0,bank_candidate,pass,14.85563192126574,18.97098848495754,63.0,13,6,1.0,1.0,0.5233238321495763,0.5720114014205084,10.045638583990325,5,0.0739523770887078,-1.0903335805347218,0.2755662280409059,2.3272388505301342,0.3332262075548567,5.565071574554747,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.998698669922305,False,False,2.0,bank_candidate,pass,13.99739733984461,18.828243891000294,64.0,14,7,1.0,0.7142857142857143,0.3253634886602198,0.6844087846998972,3.2982616016402844,6,0.7705874079365586,0.3270326510742288,0.7436431898240601,1.300772538730843,0.963944913176042,6.998874353864545,True,True
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.804574181267526,False,False,2.0,raw_top1,fails_positive_events;fails_leave_one_out;fails_robust_sign,13.609148362535052,25.363013050705263,1.0,15,7,1.0,0.5714285714285714,0.4844674272923383,0.0,11.693720748427353,6,0.0691608602356279,1.2645014707016335,0.2060500931746897,-0.3474791348290796,1.0,7.0,False,False
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.415051525633316,False,False,2.0,bank_candidate,fails_positive_events;fails_single_event_dominance;fails_leave_one_out;fails_depth_chi2;fails_robust_sign,10.830103051266631,25.33009277114034,2.0,16,9,1.0,0.4444444444444444,0.7408294145372205,0.0,22.5548099761725,8,0.0039854039704066,0.2837138455967756,0.7766296833069627,-1.248868640056525,0.330007321045676,8.38041364572338,False,False
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.9629527215729468,False,False,2.0,bank_candidate,fails_positive_events;fails_depth_chi2,5.9259054431458935,24.206278016115405,4.0,17,16,1.0,0.5625,0.2969413355533479,0.5573464500133057,41.251114604362506,15,0.0002927801819998,0.8274702298087615,0.4079705889389626,1.9130821476093016,0.5482490839253874,15.799930202566562,False,False
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.5951379009638913,False,False,2.0,bank_candidate,fails_positive_events;fails_leave_one_out;fails_depth_chi2,5.190275801927783,24.052839461928713,5.0,18,18,1.0,0.6111111111111112,0.2123810224784387,0.3663588239153905,42.64433865761407,17,0.0005409547151125,2.4154154175953906,0.0157172724526843,1.4254199871093904,0.6618871363227828,17.725990447900266,False,False
