target_id,quarter,sample_stratum,case_index,injected_period_days,requested_duration_hours,requested_depth,raw_top1_period_days,v2_recovered_period_days,recovered_period_days,raw_top1_exact_period_recovered,raw_top1_harmonic_period_recovered,v2_exact_period_recovered,v2_harmonic_period_recovered,exact_period_recovered,harmonic_period_recovered,v2_raw_rank_of_selected_candidate,raw_rank_of_selected_candidate,ranking_changed,selection_status,veto_reason,diagnostic_veto_reason,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_reduced_chi2,event_depth_chi2_pvalue,event_depth_relative_mad,odd_even_depth_z,odd_even_depth_difference_fraction,odd_even_depth_pvalue,robust_event_snr
10223890,5,quiet_low_scatter,0,2.0,2.0,0.0002,13.915774834924378,11.627130515524186,11.627130515524186,False,False,False,False,False,False,19,19,True,raw_failed_event_penalty_rank,pass,pass,True,True,3.9496791406816887,0.0002546621825683,0.8781519328324409,-3.2422101685562073,0.8978071041674458,0.0011860652003566,7.16540082028822
10223890,5,quiet_low_scatter,2,5.0,2.0,0.0005,13.956643483485095,11.627130515524186,11.627130515524186,False,False,False,False,False,False,24,24,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,3.632384329760615,0.0006373172063326,1.2299263157888731,-2.977941755901458,0.8270977250740243,0.0029019112418614,7.337529509659736
10223890,5,quiet_low_scatter,3,5.0,8.0,0.0002,13.936209159204736,8.745890791993588,8.745890791993588,False,False,False,False,False,False,8,8,True,raw_failed_event_penalty_rank,pass,pass,True,True,4.900616688649909,4.0626577383097306e-07,0.7385025201327018,-2.1311517123170796,0.5143157396692353,0.0330766456334897,8.221667230172903
10223890,5,quiet_low_scatter,4,10.0,4.0,0.0002,13.915774834924378,11.627130515524186,11.627130515524186,False,False,False,False,False,False,23,23,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,4.806136299925531,2.0086810877737125e-05,1.3092982135264248,-3.6648450202735257,0.9662239033145285,0.00024748840226,7.108121073204228
10223890,5,quiet_low_scatter,5,10.0,8.0,0.0005,10.523677004384808,9.093274304759689,9.093274304759689,False,False,False,False,False,False,24,24,True,raw_failed_event_penalty_rank,pass,fails_odd_even,True,False,15.135008773629751,1.9660824923613267e-27,0.6768579346575084,-4.296622934957859,1.0077963056242798,1.7341981106362397e-05,9.534244192127863
10677499,5,high_scatter,2,5.0,2.0,0.0005,14.160967807809357,14.304007886676118,14.304007886676118,False,False,False,False,False,False,2,2,True,raw_failed_event_penalty_rank,pass,pass,True,True,2.8879041139194643,0.0210164550860754,0.2902114325793539,,,1.0,8.963329975000589
10677499,5,high_scatter,5,10.0,8.0,0.0005,14.160967807809357,14.304007886676118,14.304007886676118,False,False,False,False,False,False,2,2,True,raw_failed_event_penalty_rank,pass,pass,True,True,2.7127047669386637,0.0282927648948096,0.1507470313870028,,,1.0,9.131549399257802
10718455,5,long_memory,2,5.0,2.0,0.0005,8.316728763566061,8.091952310496708,8.091952310496708,False,False,False,False,False,False,3,3,True,raw_failed_event_penalty_rank,pass,pass,True,True,2.1631158477297197,0.0136289684316844,0.5810989855524888,0.7752997005465074,2.0,0.438162586281909,1.8495420651482104
10718455,5,long_memory,4,10.0,4.0,0.0002,8.296294540559757,8.112386533503013,8.112386533503013,False,False,False,False,False,False,4,4,True,raw_failed_event_penalty_rank,pass,pass,True,True,1.8310921755438272,0.0434306877910803,1.480482756157762,1.39712849930492,2.0,0.1623749330563768,2.411454906868812
11245408,5,long_memory,0,2.0,2.0,0.0002,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,3.2760451610898262,0.0031875771370453,1.2386083376648005,-2.4118741237994383,0.7452156505766075,0.0158707597865063,5.7756510216212416
11245408,5,long_memory,1,2.0,4.0,0.0005,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,7,7,True,raw_failed_event_penalty_rank,pass,pass,True,True,2.6720740261779965,0.0135808822094273,0.8077845952325919,-2.8065819959402325,0.9164128892530828,0.0050070167628788,5.445878225659771
11245408,5,long_memory,2,5.0,2.0,0.0005,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,pass,True,True,2.8568776188397167,0.0087778554952214,1.2811317073166968,-2.4041107717240604,0.7525369370574984,0.016211860019131,5.746940333483514
11245408,5,long_memory,3,5.0,8.0,0.0002,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,3.1384816888842644,0.0044589734878417,1.121130528200288,-2.477166633754166,0.7544123114615712,0.013243005760521,5.9558801285202705
11245408,5,long_memory,4,10.0,4.0,0.0002,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,3.141336264711405,0.0044281575892875,1.121130528200288,-2.475796490314216,0.7551453058471985,0.0132939330693719,5.949338201640893
11245408,5,long_memory,5,10.0,8.0,0.0005,2.94253187533468,14.917001868016088,14.917001868016088,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2,True,False,3.1384816888842644,0.0044589734878417,1.121130528200288,-2.477166633754166,0.7544123114615712,0.013243005760521,5.9558801285202705
11450313,5,smooth_background_dominant,0,2.0,2.0,0.0002,10.033198544617337,10.1558038221483,10.1558038221483,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2;fails_odd_even,True,False,8.000955334066767,6.140352538752414e-12,1.4027875789334403,4.476276740894764,1.73854624132893,7.595601713299258e-06,5.853670888801808
11450313,5,smooth_background_dominant,1,2.0,4.0,0.0005,10.033198544617337,10.1558038221483,10.1558038221483,False,False,False,False,False,False,5,5,True,raw_failed_event_penalty_rank,pass,fails_depth_chi2;fails_odd_even,True,False,9.169290426374552,5.0872942641950836e-14,1.3594612207936392,4.462854680167051,1.9088615700177969,8.087490429034666e-06,6.161815703001537
12645975,5,gap_heavy,0,2.0,2.0,0.0002,13.609148362535052,13.323070168728009,13.323070168728009,False,False,False,False,False,False,6,6,True,raw_failed_event_penalty_rank,pass,pass,True,True,0.4164100097423679,0.8686399696567355,1.1475927364863394,0.3325663143055928,0.4107038943682526,0.7394616745529795,1.393248552605801
12645975,5,gap_heavy,3,5.0,8.0,0.0002,10.830103051266631,9.317975455429403,9.317975455429403,False,False,False,False,False,False,7,7,True,raw_failed_event_penalty_rank,pass,pass,True,True,0.8833260656335659,0.5391994025556127,0.8196353203368235,-1.6640316351722275,1.4568052396852893,0.0961061075925261,2.551396511893969
1431344,5,gap_heavy,0,2.0,2.0,0.0002,12.260731088463215,12.587683917488905,12.587683917488905,False,False,False,False,False,False,9,9,True,raw_failed_event_penalty_rank,pass,pass,True,True,0.7402487200141038,0.637795263670015,0.8771096138567576,1.6549558270005589,2.0,0.0979334585905577,1.6807734055168375
1431344,5,gap_heavy,1,2.0,4.0,0.0005,12.076820122136269,12.178992881206796,12.178992881206796,False,False,False,False,False,False,3,3,True,raw_failed_event_penalty_rank,pass,pass,True,True,1.056113306767507,0.3891586049347555,0.500562433067101,1.7615418448854,1.363222856858613,0.0781467370657558,2.854241288966314
