target_id,quarter,diagnostic_record_type,flux_column,n_cadence_grid,n_present_rows,n_finite_observations,n_usable_observations,finite_observation_fraction,gap_fraction,gap_count,max_gap_cadences,median_cadence_days,cadence_mad_days,cadence_irregularity,cadence_irregularity_label,quality_flag_fraction_observed,stationarity_diagnostics_available,stationarity_alpha,original_adf_statistic,original_adf_pvalue,original_adf_rejects_unit_root,original_kpss_statistic,original_kpss_pvalue,original_kpss_rejects_stationarity,original_series_stationarity_conclusion,differenced_adf_statistic,differenced_adf_pvalue,differenced_kpss_statistic,differenced_kpss_pvalue,differenced_series_stationarity_conclusion,recommended_d,recommendation_strength,differencing_statistically_supported,stationarity_reason_codes,stationarity_observations_used,stationarity_missing_observations,stationarity_modelling_mode,acf_lag_1,acf_lag_2,acf_lag_5,acf_lag_10,acf_lag_24,max_abs_acf_1_n,mean_abs_acf_1_n,long_lag_max_abs_acf,acf_decay_e_cadences,acf_decay_e_days,acf_decay_half_cadences,acf_decay_half_days,acf_first_zero_cadences,acf_first_zero_days,integrated_positive_acf_cadences,integrated_positive_acf_days,ljung_box_p_lag_10,ljung_box_p_lag_20,ljung_box_p_lag_40,minimum_ljung_box_p,rolling_window_cadences,rolling_mean_min,rolling_mean_max,rolling_mean_range,rolling_mean_range_over_robust_scale,rolling_variance_median,rolling_variance_iqr,rolling_variance_max_to_median,flux_mean,flux_median,flux_std,flux_robust_scale,flux_skewness,flux_excess_kurtosis,flux_outlier_fraction,dominant_frequency_cycles_per_day,dominant_period_days,dominant_lomb_scargle_power,spectral_concentration,spectral_entropy,spectral_power_fraction_period_lt_0_5d,spectral_power_fraction_period_0_5_to_2d,spectral_power_fraction_period_gt_2d,spectral_frequency_count,scientific_characterization_version,v2_periodicity_screen_fap_threshold,v2_period_agreement_fraction_threshold,v2_periodicity_screen_pass,v2_periodicity_supported_by_acf,v2_periodicity_supported_by_segments,v2_coherent_periodic_candidate,v2_ls_acf_period_relative_error,v2_pulsation_review_flag,v2_interpretation_note,v2_acf_lag_1,v2_acf_lag_2,v2_acf_lag_5,v2_acf_lag_10,v2_acf_lag_24,v2_acf_max_abs,v2_acf_mean_abs,v2_acf_decay_e_days,v2_acf_decay_half_days,v2_acf_first_zero_days,v2_acf_integrated_positive_days,v2_acf_period_candidate_days,v2_acf_period_peak_height,v2_ls_dominant_frequency_per_day,v2_ls_dominant_period_days,v2_ls_dominant_power,v2_ls_fap,v2_ls_log10_fap,v2_spectral_concentration,v2_spectral_entropy,v2_spectral_prominent_peak_count,v2_spectral_nonharmonic_peak_count,v2_spectral_second_peak_power_ratio,v2_spectral_third_peak_power_ratio,v2_spectral_harmonic_power_ratio,v2_ls_peak_width_fraction,v2_ls_frequency_count,v2_ls_minimum_cycles,v2_segment_scale_relative_mad,v2_segment_scale_max_to_min,v2_segment_median_range_over_global_scale,v2_half_period_1_days,v2_half_period_2_days,v2_half_period_consistency_fraction,light_curve_characterization_feature_count,selection_order,selection_group,light_curve_cache_hit,characterization_success,v2_amplitude_population_label,v2_memory_population_label,v2_acf1_operational_label,v2_quiet_candidate,v2_low_scatter_structured_candidate,v2_correlated_stochastic_candidate,v2_evolving_variability_candidate,v2_quasi_periodic_candidate,v2_rotation_spot_review_flag,v2_dominant_statistical_behaviour,population_cohort
1431791,5,light_curve_characterization_v1,normalized_flux,4634,4538,4485,4485,0.9678463530427276,0.0321536469572723,55,62,0.020434551344806,9.049836080521345e-08,4.428693308611136e-06,low,0.1522697223446452,True,0.05,-6.045868990318583,1.3123463586740525e-07,True,0.1718373439206532,0.1,False,stationary_supported,-20.316545694124116,0.0,0.0927088887349774,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4485,0,light_curve_characterization,0.075393435521257,0.0880620596728266,0.0842954451665937,0.0858739983173024,0.0804146489599877,0.1155047061102244,0.0755399480916057,0.1118060883303119,1.0,0.020434551344806,1.0,0.020434551344806,,,13.086391694656916,0.2674145430027108,3.622933768698484e-82,6.896700790107404e-147,4.860735250408227e-264,4.860735250408227e-264,96,-0.0007012547204833,0.000577744169922,0.0012789988904054,1.6672419632313893,5.826595383747522e-07,1.4696548620811566e-07,2.8477673285158995,2.318148630100712e-05,1.1493262512596305e-05,0.0008222624901389,0.0007671345363251,0.5781774285723588,3.345382456675943,0.0011148272017837,0.108445054830183,9.221259573024568,0.0158553954563212,0.0181457878687096,0.929044508932345,0.8457984621193892,0.0639783847298387,0.0902231531507719,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.0757246009719912,0.0897979669383795,0.0836556022295844,0.0922994371985323,0.0862287496381205,0.1134537179868796,0.0432319120863393,0.020434551344806,0.020434551344806,2.554318918100762,0.3425575618950934,,,0.1119881918704684,8.929512864683566,0.0282482037082781,2.4915709566838727e-24,-23.60352674017767,0.0054857187888438,0.9357626617018484,142.0,138.0,0.9315471634417792,0.7929841331831633,0.7634978568149484,0.0712025820855987,11571.0,2.0,0.0602415780141394,1.1644416522695262,0.1931297827774641,12.44946705504519,8.764143621738311,0.5,126,1,development_reference_100,True,True,high,typical,weak,False,False,False,False,False,False,Quasi-periodic / structured,development_reference_100
8178142,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.0204343966324813,7.776543498039247e-08,3.805614444068336e-06,low,0.0738210665491405,True,0.05,-5.901096516333564,2.776889680363944e-07,True,0.0867107303855128,0.1,False,stationary_supported,-18.80861265731443,2.0225252142236047e-30,0.0312072719073166,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.1393512728383358,0.1734919666243165,0.1683818533325743,0.1419311037136139,0.1679314184323612,0.1866038102120071,0.126345380824168,0.1682505713070407,1.0,0.0204343966324813,1.0,0.0204343966324813,,,21.21526093186688,0.433521056543354,8.58093652562908e-262,0.0,0.0,0.0,96,-0.0004308148467253,0.0006047898070448,0.0010356046537702,2.0044924326867277,2.305013997994361e-07,6.65052331105888e-08,3.1193800663034765,8.742175783890574e-06,-7.628233168244236e-06,0.0005471831937552,0.0005166418375459,0.9821961239349056,9.279385330333794,0.0015604101649576,0.1329160909103681,7.523543561586904,0.0354206561021425,0.0390418095957082,0.8914041719019852,0.7456822679362325,0.0585248224156164,0.195792909648151,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.1430446951267599,0.174504429722211,0.1709910904977456,0.1431770516991707,0.1751917839891187,0.1833936526504951,0.0769771381074947,0.0204343966324813,0.0204343966324813,2.2682180262054317,0.4925995853646409,,,0.1352320419506246,7.394697185487414,0.0420261012983356,3.78951338313647e-38,-37.4214165548306,0.0081418108549027,0.9161023520812538,130.0,127.0,0.6790912676030373,0.6673038609913919,0.2049120853722476,0.0654233691315171,11571.0,2.0,0.034752566844554,1.1413766132183103,0.1504225282035606,21.51182000413301,7.884729360035504,0.5,126,2,development_reference_100,True,True,typical,typical,weak,False,False,False,False,False,False,Tail-heavy / asymmetric,development_reference_100
5112268,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.0204344867379404,8.509960025548936e-08,4.164508820154801e-06,low,0.0751432349052446,True,0.05,-3.609704711590181,0.0055781820336726,True,0.0601494564580293,0.1,False,stationary_supported,-21.53609621372161,0.0,0.0179913161995243,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.3741918916208599,0.355097697945671,0.3453455302877736,0.3523228067385071,0.3187941642594361,0.3741918916208599,0.2918658946677285,0.3509456708355244,2.0,0.0408689734758809,1.0,0.0204344867379404,,,47.69854314683656,0.9746952473531124,0.0,0.0,0.0,0.0,96,-0.0037739141283636,0.0031575025907721,0.0069314167191357,2.7301980480495205,4.0061881438820245e-06,9.256215565830944e-07,15.531542099821053,1.1669056351436797e-05,-5.009183325133115e-05,0.0027628503072614,0.0025387963060363,4.712098140182294,123.45832227048174,0.0004458314757021,0.096210336997582,10.393893537917162,0.2522102757190059,0.2814221718507258,0.7384264616058075,0.5925481447915384,0.041708258970423,0.3657435962380384,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.3740849528541705,0.3570732745731244,0.3432692731009958,0.3599479239301814,0.3261376842977208,0.3782512332452463,0.2049754166342771,0.0408689734758809,0.0204344867379404,2.65648327593226,1.2021122501689854,,,0.0950782121445082,10.517656752738596,0.2641607684359025,1.677734535412904e-294,-293.7752767556205,0.0511983431300388,0.799598476327855,107.0,103.0,0.1314650715077359,0.0276948819498634,0.0196123659148552,0.1187300243572564,11572.0,2.0,0.0538080852924659,1.4318133864728837,0.139149314583461,10.75698585507176,10.2843827392045,1.0,126,3,development_reference_100,True,True,high,typical,moderate,False,False,False,False,False,False,High-amplitude / high-scatter,development_reference_100
3115178,5,light_curve_characterization_v1,normalized_flux,4634,4538,4485,4485,0.9678463530427276,0.0321536469572723,55,62,0.0204345180827658,8.905408321879804e-08,4.35802218863702e-06,low,0.2126487439400617,True,0.05,-12.751362472425823,8.520593617016931e-24,True,0.1035855607939807,0.1,False,stationary_supported,-19.40435754614445,0.0,0.0639714260094144,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4485,0,light_curve_characterization,0.422297907092753,0.1374210385308194,0.0760331829243962,0.0599907115194236,0.0092816289742153,0.422297907092753,0.0360820613422947,0.0580760886867506,2.0,0.0408690361655317,1.0,0.0204345180827658,56.0,1.1443330126348883,6.200593490108009,0.1267061397974924,4.894372835723013e-224,3.027235801138422e-243,1.5064849975136136e-244,1.5064849975136136e-244,96,-7.968597688570722e-05,8.60604476629762e-05,0.0001657464245486,1.235551840334859,1.7015906409746545e-08,4.901446780074419e-09,1.566327142042426,-3.259979566021609e-07,-1.8665117047511617e-06,0.0001348955477758,0.0001341476894273,0.0631467560111404,0.0527417443784736,0.0002229654403567,0.0962101937513096,10.393909013268027,0.0072636189464011,0.0081793994894732,0.9163865913335218,0.7841386492388726,0.1221507390891806,0.0937106116719468,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.4264957926441057,0.1439110008362723,0.0710639653851275,0.0627338309792641,0.0057739930283666,0.4264957926441057,0.0224051686988465,0.0408690361655317,0.0204345180827658,1.1443330126348883,0.1280775729502919,,,0.078180561789374,12.790903225971904,0.0124911143249593,7.424399340331098e-09,-8.129338676520081,0.0024210705197095,0.9307535246184172,200.0,195.0,0.7208380630049502,0.5815420098685717,0.1298455556509689,0.1194186951814623,11571.0,2.0,0.032174158142404,1.1646153846141902,0.0887836559624567,0.1520243491685689,11.831572632094767,0.5,126,4,development_reference_100,True,True,low,typical,moderate,False,True,False,False,False,False,Low-scatter structured,development_reference_100
8837487,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.0204343832010636,7.88859324529767e-08,3.8604508722764235e-06,low,0.0755839576906126,True,0.05,-65.64702270156423,0.0,True,0.3498079071121737,0.0987896952102699,False,stationary_supported,-20.551225976417612,0.0,0.0455268124574403,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.0197288106373849,0.0045711433078248,0.0259818414677952,0.0107982236824907,0.0011305933720521,0.0977717610149683,0.0131369401271847,0.0977717610149683,1.0,0.0204343832010636,1.0,0.0204343832010636,9.0,0.1839094488095725,1.2399936027811331,0.0253385044460971,0.2584733997049934,0.1521455534799452,7.920657669512763e-05,7.920657669512763e-05,96,-0.0001083135201571,0.000170696512433,0.0002790100325902,1.7242600741364087,2.6679901102073928e-08,6.442738900613372e-09,84.86877886127165,2.5253482439961696e-06,-3.0157153806942283e-06,0.0002816390728096,0.0001618143554881,31.200582592086334,1572.6928041199342,0.0013374944271065,0.1696215297704643,5.895478017166939,0.0022316936600361,0.0024957036888499,0.95965735435897,0.9086035616048362,0.0619901686189484,0.0294062697762151,2000.0,stellar_variability_v2,0.01,0.2,False,False,False,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.0190063560163944,0.0045083682187313,0.0255119188477214,0.0141976472435957,-0.0046274357987523,0.0786679944773801,0.0098899031983315,0.0204343832010636,0.0204343832010636,0.1839094488095725,0.025394585198519,,,0.0211300245524854,47.32602167669393,0.0037384436333793,0.7907896919232417,-0.101939000423151,0.000726632919543,0.966954834492917,68.0,67.0,0.935625286591092,0.6427694609913523,0.0788831597190113,,11571.0,2.0,0.0392621715219914,1.0595387840670032,0.2962716420128146,13.14610106391807,9.097722223939511,0.0,126,5,development_reference_100,True,True,low,typical,weak,False,True,False,False,False,False,Low-scatter structured,development_reference_100
2578061,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.0204345330712385,8.89413058757782e-08,4.352500033434208e-06,low,0.0636844424856765,True,0.05,-8.417312149174627,2.027272072172441e-13,True,0.2613650796706409,0.1,False,stationary_supported,-20.18856425133066,0.0,0.0317120692675425,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.0527779977320643,0.0418498314787503,0.0521860987412336,0.0204083473415196,0.0115329664710888,0.0677816692915454,0.0307546802234906,0.0620615291166622,1.0,0.0204345330712385,1.0,0.0204345330712385,79.0,1.6143281126278453,5.835414964150814,0.1192439800693401,7.114585289347448e-19,1.4155908055595134e-26,1.068973703802498e-36,1.068973703802498e-36,96,-0.0001908394192991,0.0001836044142713,0.0003744438335705,1.237604214108293,8.982389177746449e-08,2.852050582447212e-08,7.846170675771135,1.8112070235742876e-06,-4.589376969121872e-06,0.0003462027564517,0.0003025553963876,3.951833149107532,76.90935299106593,0.0011145786892554,0.0839750959474746,11.908292437385102,0.0075031571494535,0.0083354351430013,0.9394187878725114,0.8687930968852219,0.0693775306664028,0.0618293724483752,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.0532074123662347,0.0466724842023588,0.0584083562829639,0.0232256348508857,0.014985013808163,0.0606132924526247,0.0184535406696003,0.0204345330712385,0.0204345330712385,1.900411575625185,0.1213251076334983,,,0.0866324500458623,11.543018804969854,0.0081817997621116,0.0001032614178383,-3.986061916136208,0.0015868625272935,0.9525661415849964,103.0,101.0,0.4041310380467259,0.3814913613499162,0.0659643983898942,0.4447414010161958,11571.0,2.0,0.0323564778604978,1.097304582210346,0.1149719745901905,10.284411447927743,13.146202059922462,1.0,126,6,development_reference_100,True,True,typical,low,weak,False,False,False,False,False,False,Low-scatter structured,development_reference_100
6608963,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.02043442329159,8.173083188012242e-08,3.999664229024723e-06,low,0.0672102247686205,True,0.05,-6.872831871010041,1.500369662954665e-09,True,0.0676664314722778,0.1,False,stationary_supported,-11.33098046349713,1.1129540304651908e-20,0.0305508057576189,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.6190601031807799,0.6223600115931024,0.6204053074672651,0.5992649220181311,0.4898272335752032,0.6315876693984704,0.3096975396675112,0.4898272335752032,35.0,0.7152048152056523,24.0,0.4904261589981615,63.0,1.287368667370174,47.52360182075432,0.971117395946274,0.0,0.0,0.0,0.0,96,-0.0007974551660669,0.0006203379173301,0.0014177930833971,4.126715513623828,6.313869150239415e-08,3.687796057527742e-08,6.331658517705962,-1.4871785865135084e-05,-7.798818885351722e-06,0.0003573743505682,0.0003435645318211,-0.1843047350297414,0.4189859219371277,0.0,0.2185615635851615,4.575369903090736,0.1042464516538431,0.1194431656981177,0.6692878881830561,0.3548336055734904,0.033829419288193,0.6113369751383166,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.6181767926462116,0.6248647756869813,0.6198462968635775,0.6005639197913645,0.5007541253512379,0.6307709916204444,0.2125447148549477,0.7356392384972423,0.5108605822897516,1.287368667370174,0.9897063833096936,,,0.2239602393950135,4.465078277739442,0.1454603489126943,4.4309967428728985e-149,-148.35349856920848,0.0281973125496532,0.7244724496738907,124.0,117.0,0.6456006963460243,0.4388150972021166,0.0979664101918628,0.0753027731969987,11572.0,2.0,0.225394547815224,1.7621029572839453,0.1883117667870592,7.884738484102975,4.3820482764093995,1.0,126,7,development_reference_100,True,True,typical,typical,strong,False,False,False,True,False,False,Evolving variability,development_reference_100
7949968,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.020434346566617,8.122151484712958e-08,3.974754689725128e-06,low,0.1048920229175848,True,0.05,-5.778906391559519,5.180963297453397e-07,True,0.1912312924593144,0.1,False,stationary_supported,-18.349579432263084,2.237887218030137e-30,0.0306037901573865,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.1945533659489333,0.2222173496945576,0.1956312323155463,0.2013346242746435,0.1909526700927122,0.2222173496945576,0.1581310347583348,0.1909526700927122,1.0,0.020434346566617,1.0,0.020434346566617,,,26.30096556133357,0.5374430453169492,0.0,0.0,0.0,0.0,96,-9.686446618842094e-05,0.0001441080118247,0.0002409724780131,2.081799899360132,1.0976414441125668e-08,2.9012077144131013e-09,2.6132268981894913,3.659469263346751e-06,1.777219060472568e-06,0.0001189497813202,0.0001157519885015,0.5600682602035424,4.235804739101987,0.0006687472135532,0.0962109979716215,10.3938221313842,0.0716205647676475,0.0808569292323505,0.8718494940769866,0.7290712521894629,0.058880567100949,0.212048180709588,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.1948594571964982,0.2185368611316847,0.1989540185439634,0.2009098129525563,0.1852363939542009,0.2185368611316847,0.086392423603788,0.020434346566617,0.020434346566617,3.024283291859319,0.7009937033063998,,,0.0971916895569774,10.288945531847787,0.0753900257346276,1.6034368730502286e-72,-71.79494813347524,0.0146432768071981,0.9026809122445614,125.0,118.0,0.3529097884853236,0.3408044504175241,0.2996782696562132,0.1066388108433579,11572.0,2.0,0.0466151878500038,1.1403118040067566,0.3167142952129863,21.50272022727247,9.859564026151483,1.0,126,8,development_reference_100,True,True,low,typical,weak,False,True,False,False,False,False,Low-scatter structured,development_reference_100
5394284,5,light_curve_characterization_v1,normalized_flux,4634,4538,4486,4486,0.9680621493310316,0.0319378506689684,54,62,0.0204345058300532,8.660572348162533e-08,4.238209830073472e-06,low,0.1707800793301013,True,0.05,-1.5123658017903985,0.5273855260351895,False,0.2671854613564798,0.1,False,inconclusive_low_power,-12.88157945641712,4.646701822880833e-24,0.0695623681980428,0.1,stationary_supported,,unresolved,False,ADF_DOES_NOT_REJECT_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|INCONCLUSIVE_STATIONARITY_TESTS|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4486,0,light_curve_characterization,0.9174625170944972,0.9160320758834116,0.9121369628400552,0.9114427687121184,0.8976173932634302,0.9174625170944972,0.8696102911412693,0.8991328341434933,,,,,,,140.13764658260308,2.863643556102143,0.0,0.0,0.0,0.0,96,-0.0055818297220002,0.0053617595691752,0.0109435892911754,3.1824959075716723,9.189554872096224e-07,4.768184608332143e-07,5.902900228486474,0.0002936796235135,0.0002285082550188,0.0031327114339651,0.003438681339743,-0.0268824576749124,-0.3348059807793744,0.000222915737851,0.059505121099976,16.80527627731191,0.3711926739536,0.4356562428146951,0.3009724095445215,0.0930863980149481,0.0111510195710337,0.8957625824140181,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.9174313265276428,0.9175170259901356,0.914197502889032,0.9149319271093832,0.905915159068194,0.9175170259901356,0.6597192073734498,4.229942706821021,3.5964730260893703,,6.491331780680068,,,0.0295818530899258,33.80450835720471,0.507177580023659,0.0,-307.6526555685888,0.0991043047626067,0.4222917791193772,133.0,127.0,0.7486427664905471,0.1620541809785371,0.7486427664905471,0.2765566659893139,11571.0,2.0,0.0799851819801362,1.3222805045585786,0.4440806599202719,16.90222830821025,23.652988480498603,0.5,126,9,development_reference_100,True,True,high,high,strong,False,False,True,True,False,False,Evolving variability,development_reference_100
4544745,5,light_curve_characterization_v1,normalized_flux,4634,4538,4485,4485,0.9678463530427276,0.0321536469572723,55,62,0.0204344500380102,9.551877155900003e-08,4.67439893813266e-06,low,0.0722785368003525,True,0.05,-8.37015470839026,2.675765754870814e-13,True,0.1824166688770559,0.1,False,stationary_supported,-20.296969174392473,0.0,0.0392850114563984,0.1,stationary_supported,0.0,joint_tests_support_d0,False,ADF_REJECTS_UNIT_ROOT|KPSS_DOES_NOT_REJECT_STATIONARITY|TEST_EXECUTION_WARNING|ORIGINAL_STATIONARITY_SUPPORTED|DIFFERENCED_TEST_EXECUTION_WARNING|DIFFERENCED_STATIONARITY_SUPPORTED|GAP_COMPRESSED_SERIES_DIAGNOSTIC,4485,0,light_curve_characterization,0.0322912355415764,0.0419461556177405,0.0451637212861043,0.0057069612278479,0.0153430400389141,0.0502706917926069,0.0222883899468442,0.0502706917926069,1.0,0.0204344500380102,1.0,0.0204344500380102,54.0,1.1034603020525535,3.786929625231721,0.0773838242242584,8.766470621233528e-08,7.143706900542742e-12,4.1995510951898036e-18,4.1995510951898036e-18,96,-0.0002199083112709,0.0002134967363754,0.0004334050476463,1.064456618415543,1.703040935746785e-07,4.1052315848923896e-08,5.385739052637237,5.985870025078405e-06,1.6278709098482835e-06,0.0004386907656851,0.0004071608369456,1.8019318240839484,30.592154836326564,0.0008918617614269,0.1573859033988507,6.35380919386267,0.0053626324243335,0.0060756116748672,0.944677999346388,0.8976717807301612,0.0597178797589429,0.042610339510896,2000.0,stellar_variability_v2,0.01,0.2,True,False,True,False,,False,"Continuous variability features are primary. Candidate/review flags are operational screens, not astrophysical classifications; quietness is assigned only after population-relative boundaries.",0.0326342308053144,0.0428566832402315,0.0395091219145782,0.0112626450833678,0.0105959957749381,0.0512811716339508,0.0175423014414579,0.0204344500380102,0.0204344500380102,1.1443292021285745,0.0787430896559231,,,0.065502862971928,15.2665082811504,0.0113751964066509,8.897846438735295e-08,-7.050715093686353,0.0022036154936929,0.95156492379162,131.0,129.0,0.7377325973286766,0.6655234363175629,0.5361061683169509,0.1304282363919772,11571.0,2.0,0.0047938958991951,1.0740990232400751,0.0512189394412731,8.156636033571953,15.77534527760807,1.0,126,10,development_reference_100,True,True,typical,low,weak,False,False,False,False,False,False,Mixed / complex,development_reference_100
