period_days,epoch_days,duration_hours,mes,max_ses,source_index,raw_rank,expected_event_count_event_check,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_location,robust_event_weight_min,robust_event_effective_count,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,diagnostic_consistency_veto_pass,diagnostic_veto_reason,veto_reason,event_consistent_flag,transit_consistency_veto_pass,consistency_weight,event_consistency_score,robust_veto_score,hardened_rank
12.035951018508058,451.0303535646308,9.808584870770574,91.01953081618926,,9.0,4.0,8,8,1.0,0.75,0.2620339667660819,0.8433897522673349,0.837485694198981,0.5717368907297813,0.6826825755831244,0.7298183719292735,4.789751519956864e-05,0.9077619097593086,3.609623783944108e-05,3.774975766715555e-05,1.7904342538183624,7,0.25577632197405176,0.9705241646843479,True,4,4,4.959057491673754e-05,1.9193471487034972e-05,3.0397103429702568e-05,0.883841676055726,0.40007416106087856,0.6891018949809783,1.0350092117574223,0.372589730830157,0.45918167848359265,7.716612079640292,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8242825267937582,75.02580884875083,91.01953081618926,1
12.1994274330209,449.9881914221114,9.808584870770574,91.68719953259024,,6.0,3.0,8,8,1.0,0.75,0.21624820181913643,0.8957163407781298,1.09127740793791,0.5867047615541718,0.537631180932093,0.574751908427018,0.00012100661102673604,0.4525305418310928,1.6359080370156203e-05,3.298175813239554e-05,17.173744845562105,7,2.4533921207945864,0.01630954772003355,True,4,4,0.0001222145456558327,-5.1485553095841106e-05,0.00017370009875167382,2.0,2.569452481721717,0.010185936030338363,2.4348151850419932,0.9236404647025478,0.24602977015340471,6.949060632351957,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7882755308053297,72.27477587960675,91.68719953259024,2
14.079406199918594,452.84902867608616,9.808584870770574,80.41031731249574,,73.0,14.0,7,7,1.0,0.8571428571428571,0.2516849967685674,0.8730341704366712,1.4238545312649986,1.134077429970566,0.7964840544230419,0.8603011045220516,7.287659710325523e-05,0.6308718620692685,5.2428048194380636e-05,3.759365599835753e-05,1.3167685617320175,6,0.21946142695533624,0.9707250194084108,True,3,4,6.919950102777192e-05,4.184157056243762e-05,2.73579304653343e-05,0.4927533582582328,0.35444309618338454,0.7230068420375315,1.4852515558283468,0.5635777164139116,0.7553033475824992,6.94532232985071,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8957436400566338,72.02703032760388,80.41031731249574,3
12.42420750297606,448.65994555419456,9.808584870770574,78.79693702969864,,88.0,18.0,8,8,1.0,0.875,0.23448997020778684,0.874868605476815,2.182244733596139,1.731503334196583,0.7934505729534856,0.8482343420946931,8.963821443688791e-05,0.9642926829254147,7.572353563921288e-05,3.593059167782215e-05,4.359648072885404,7,0.6228068675550578,0.737545384912546,True,4,4,0.00013276947690096577,2.7529899251948066e-05,0.0001052395776490177,1.3130378941540841,1.459294194213081,0.1444841526725774,2.262553969937865,0.8012182046658282,0.8321677682240279,7.974368082641546,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8976699438523634,70.7336420391878,78.79693702969864,4
12.138123777578585,450.3151442511371,9.808584870770574,85.79932514063651,,29.0,6.0,8,8,1.0,0.75,0.2719205694079579,0.8320907778194767,1.1974434775468596,0.6829975589693339,0.5703797897572214,0.60976164388905,7.193040769487569e-05,1.1146636239351522,3.845119782276435e-05,3.598769001097596e-05,8.907607679792315,7,1.2725153828274736,0.25935770868332275,True,4,4,8.870867848847968e-05,-2.6625069895073e-06,9.137118547798698e-05,2.0,1.263105693999876,0.20655119797587854,1.563316779839606,0.5587130835437107,0.5971917002032541,7.829180321794823,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7854128792607198,67.38789499733399,85.79932514063651,5
11.055092531431,445.7991083002198,9.808584870770574,71.61167362044192,,295.0,53.0,9,9,1.0,1.0,0.2604908003869199,0.8319478495647151,2.877316573398922,2.256874915685119,0.7843679546943677,0.8319478495647151,5.950751101396756e-05,1.0443314189204864,8.501709292424704e-05,3.194547680174735e-05,5.565462356299477,8,0.6956827945374346,0.6957770230174014,True,4,5,4.638844244263357e-05,0.00011357597788670132,-6.718753544406775e-05,0.8400309932138909,-1.0397190875469002,0.2984704299692184,2.7572491897314473,0.9221051842310092,0.7489494533674431,8.941103210341515,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.9121117527829116,65.31784914565907,71.61167362044192,6
12.587683917488905,447.78125982618803,9.808584870770574,82.03925967722135,,59.0,12.0,8,8,1.0,0.75,0.30340583178810876,0.79610762081359,1.3002286198138333,0.7769069458359846,0.5975156476306621,0.6387710961915093,6.714698877924308e-05,0.8972171407173386,4.207355332219378e-05,3.463808908984414e-05,6.069313821965961,7,0.867044831709423,0.5316796820529338,True,4,4,0.00010061235639209673,-1.6829667424711392e-05,0.00011744202381680812,2.0,1.6952646857111533,0.09002522078594252,1.5599448391096085,0.5588421872540777,0.5458408050610483,7.791841609111133,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7858588987081007,64.47128226076906,82.03925967722135,7
7.88773700024467,444.3073860177901,9.808584870770574,74.45877401624232,,189.0,34.0,12,11,0.9166666666666666,0.8181818181818182,0.25461044314112746,0.8199285125447598,3.6135514707185865,2.8197456685350435,0.7803253091547392,0.8184120886925994,0.00011439112759092929,0.7015642354995067,0.00011996952816689995,3.1104792653085996e-05,8.253953628247553,10,0.8253953628247552,0.6040462754320889,True,6,5,0.00010354031678993292,0.00013849472722786906,-3.495441043793614e-05,0.28883759853688956,-0.5608703599371703,0.5748859172438177,3.121174654658425,0.9543880266309679,0.5110917286823747,10.695132732081497,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.84227191955898,62.714534518668714,74.45877401624232,8
12.50594571023248,448.16951631065604,9.808584870770574,82.75840221304763,,47.0,10.0,8,8,1.0,0.75,0.30974398513436235,0.7888640169893001,1.223378281838114,0.627171232912148,0.5126551960443743,0.5480514574707075,6.551354780967578e-05,1.3613626215350463,3.541105151026808e-05,3.46339534530802e-05,8.812764237487734,7,1.258966319641105,0.26637987016864234,True,4,4,0.00010852731140689806,-3.4095039183964956e-05,0.000142622350590863,2.0,2.0583363626143383,0.03955785590278943,1.7136411905393578,0.625288530194554,0.4242298322255474,7.510673112791001,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7546076207177375,62.450120988389415,82.75840221304763,9
12.751160332001746,446.65735947641224,9.808584870770574,70.48400632242542,,351.0,58.0,8,8,1.0,0.875,0.26426961478207117,0.8408347259633473,2.3512916436672224,1.701466433623156,0.7236305365205321,0.7735935835049256,9.674996511976897e-05,0.60112690909109,7.968809064141435e-05,3.1985355714345064e-05,7.8800742806452675,7,1.1257248972350382,0.3432876252296775,True,4,4,5.3164566760993085e-05,0.0001068969458151714,-5.373237905417831e-05,0.6713966173299784,-0.8398844898997503,0.4009731547462747,2.7517027170448105,0.9884871362782675,0.4907335398050707,7.749273363926359,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8685761256666537,61.220725132996186,70.48400632242542,10
7.846867896616459,444.6956425022581,9.808584870770574,72.8216951376654,,246.0,45.0,12,11,0.9166666666666666,0.8181818181818182,0.28895970779513813,0.7821443214253481,2.75710353078195,1.9537555975776195,0.708626127297987,0.7432133523546769,7.966165959205629e-05,0.648228264985212,8.529360190593876e-05,3.009867388133388e-05,10.493427481559037,10,1.0493427481559037,0.3983197551557831,True,6,5,2.773801510800723e-05,0.00015141957486100629,-0.00012368155975299905,1.380701311894077,-2.0496628007047053,0.04039734745499194,2.476964124252688,0.781891725026047,0.3093947421991925,10.035666000890753,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8125786659622256,59.173355888072045,72.8216951376654,11
7.805998792988248,445.10433353854023,9.808584870770574,72.2206452746668,,268.0,50.0,12,12,1.0,0.75,0.27387971069651246,0.7921312246947136,2.194024440276955,1.4786057430616553,0.6739240073711342,0.7038906689726249,7.93789011458157e-05,1.3818051483553617,6.89067101309825e-05,2.9049052111116433e-05,11.88516251967102,11,1.0804693199700928,0.3723368546024499,True,6,6,-1.2113276739161125e-05,0.0001422220727921023,-0.00015433534953126344,2.0,-2.6531488269139754,0.007974470148113092,2.085387017329644,0.6059606651976999,0.6531062867146465,11.843619971516357,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8041571006606585,58.07674471191793,72.2206452746668,12
7.765129689360037,445.45172091938,9.808584870770574,71.11993040589945,,320.0,56.0,12,12,1.0,0.75,0.2569721109091309,0.8105758790082208,2.191662214351939,1.492340623252432,0.680917256993322,0.711194879983086,8.028990611880227e-05,1.1797624424989261,6.735448414209255e-05,2.7820365961080865e-05,14.506495970254818,11,1.3187723609322561,0.20622227924351294,True,6,6,9.930024930806913e-06,0.00011722849820338445,-0.00010729847327257754,1.687633209758887,-1.9236354861096365,0.054400289759947644,2.342196823994966,0.681826043802696,0.6358592079052857,11.800478105775412,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.8108880311134679,57.67030033976666,71.11993040589945,13
12.894202194700483,445.7378046447775,9.808584870770574,72.47238353270673,,255.0,47.0,8,8,1.0,0.875,0.3486763785852849,0.7443698530453887,1.938363666801083,1.0947199823806537,0.5647650134648314,0.6037591955491918,5.900491379251527e-05,0.9414636286202471,6.81064181210453e-05,3.3116393477260166e-05,11.785863917703526,7,1.6836948453862182,0.10782442098390937,True,4,4,-4.000896307117185e-06,0.00014636586526840938,-0.00015036676157552658,2.0,-2.268375845835695,0.023306308678260022,1.7870233660289478,0.6927486960983351,0.21217657586735386,6.6544019178272436,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7918905253036811,57.39019386572498,72.47238353270673,14
10.012930388911627,453.11467784966953,9.808584870770574,75.35189184764278,,160.0,30.0,9,9,1.0,0.6666666666666666,0.3326862614874836,0.750727955826581,1.1060273744440474,0.6332757374553869,0.5725678695554054,0.6072999348782426,6.036192629033099e-05,1.364090757699776,2.9651788218377566e-05,3.445124828152954e-05,4.75986093306991,8,0.5949826166337387,0.7829070751528294,True,4,5,1.6628684723559662e-05,4.351294666578334e-05,-2.6884261942223678e-05,0.894031682252887,-0.3899887216170756,0.6965448868071752,1.1287538842623568,0.37839645341949735,0.7307988365129793,8.898245858278413,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7425037322570196,55.949060929502046,75.35189184764278,15
9.82901942258468,444.42999332867475,9.808584870770574,70.98242397956135,,332.0,57.0,10,10,1.0,0.7,0.2640082250860233,0.8177686387933074,1.2691331683461593,0.7943460810806732,0.6258965575029501,0.6597529004559576,6.05880950399762e-05,1.7476355039386264,3.9589903634523304e-05,3.452441888619436e-05,7.390638297091458,9,0.821182033010162,0.5965180157268417,True,5,5,3.4263113273802034e-05,4.471789646403004e-05,-1.0454783190228008e-05,0.26474169486896654,-0.15138405352897324,0.8796727679300821,1.2746272847456308,0.40307520088156235,0.9878998420703721,9.999867909831876,False,False,False,False,False,False,False,False,True,pass,pass,True,True,0.7839302982914561,55.645272803748135,70.98242397956135,16
12.260731088463215,449.6408040412716,9.808584870770574,93.21827228693354,,0.0,1.0,8,8,1.0,0.625,0.29120469826153367,0.81005177341539,1.8486749710398727,1.1269880626809745,0.6096193654025878,0.6517105147654386,0.00010936515537690594,0.7484540900728642,6.656831136619901e-05,3.315241599001464e-05,12.097811748117392,7,1.7282588211596275,0.0973878117079397,True,4,4,4.696932544292347e-05,8.031835494718562e-05,-3.334902950426215e-05,0.5239946144364422,-0.4951692356919143,0.6204806646852502,1.945772778794187,0.6884892890203884,0.8803630492282633,7.987113762559763,False,False,True,False,False,False,False,False,False,fails_positive_events,fails_positive_events,False,False,0.7578999538514767,70.65012426438132,0.0,17
12.097254673950374,450.682966183791,9.808584870770574,92.35332225524608,,1.0,2.0,8,8,1.0,0.625,0.317274405224608,0.7802578226004481,0.9628415359571549,0.43784098255104065,0.45473836160982145,0.48613575707624807,4.372595826193648e-05,2.6414137930999435,3.9675430451858445e-05,3.6478216413885285e-05,6.924753148219407,7,0.9892504497456296,0.4367564214674361,True,4,4,6.635168156383754e-05,1.333911244450107e-05,5.301256911933647e-05,1.330456542164441,0.726618300469903,0.46745981433231015,0.9628415359571549,0.3404158896416877,1.0,8.0,False,False,True,False,True,False,False,False,False,fails_positive_events;fails_leave_one_out,fails_positive_events;fails_leave_one_out,False,False,0.6977806609174362,64.44236224118659,0.0,18
13.997667992662173,453.21685060874006,9.808584870770574,82.45954148854005,,50.0,11.0,7,7,1.0,0.5714285714285714,0.4016615944902852,0.6980614730946672,1.481675379263407,0.8287642578060702,0.5593426666899723,0.6041591307289478,0.00010728398804360495,0.8080557232038316,4.912913562135528e-05,3.736307559569545e-05,4.8488949440429705,6,0.8081491573404951,0.563334626060106,True,3,4,4.766722404196739e-05,4.9908606814858314e-05,-2.2413827728909262e-06,0.045941351525455865,-0.02857050845202879,0.9772071333245798,1.481675379263407,0.5600206538940405,1.0,7.0,False,False,True,False,False,False,False,False,False,fails_positive_events,fails_positive_events,False,False,0.7006509916816639,57.775359517560894,0.0,19
11.8111709485529,452.2972957771053,9.808584870770574,75.44953669192252,,158.0,29.0,8,7,0.875,0.5714285714285714,0.31439076018354534,0.7998774464525303,1.39847545489581,0.8817970103389696,0.6305416425093179,0.6810628141085127,7.398231099020602e-05,1.6477809782635358,4.698307296589804e-05,3.6265508497195894e-05,5.165227455608013,6,0.8608712426013355,0.5228030096992988,True,4,3,3.140951810786179e-05,7.555721595910872e-05,-4.4147697851246925e-05,0.8254472427587929,-0.5816834588375391,0.5607799152760817,1.39847545489581,0.5285740383260341,1.0,7.0,False,False,True,False,False,False,False,False,False,fails_positive_events,fails_positive_events,False,False,0.7224289747686482,54.50693143911509,0.0,20
3.943868500122335,444.40955877686065,9.808584870770574,71.22076857272977,,316.0,55.0,24,23,0.9583333333333334,0.6086956521739131,0.19183396107850828,0.8449008588724686,1.3590969438263285,0.7857822104695917,0.5781649455095843,0.5911590386293659,3.890102493642189e-05,3.1184403100826414,3.423977401473777e-05,2.077258745099441e-05,31.94635573256807,22,1.452107078753094,0.07831519950004723,True,12,11,5.789604252100101e-06,7.062646599581574e-05,-6.483686174371564e-05,1.696943104594782,-1.548899081783981,0.12140598172167319,1.1092217758373708,0.23343124447698446,0.5827365529439104,22.579733045554317,False,False,True,False,False,False,False,False,False,fails_positive_events,fails_positive_events,False,False,0.734694383703383,52.32549867342296,0.0,21
12.812463987444062,446.28953754375834,9.808584870770574,73.00475644118887,,240.0,44.0,8,8,1.0,0.625,0.3608737232581479,0.7304300305621166,1.2310411626939362,0.6630061886993194,0.5385735333564612,0.5757593255440414,4.744517770022272e-05,1.9019370762728052,4.1567850459128235e-05,3.264735751123712e-05,4.982940490113004,7,0.7118486414447148,0.6620451881186677,True,4,4,6.316812461318022e-05,2.159160324639846e-05,4.157652136678176e-05,0.981044239209015,0.6362657538300172,0.5246032221064447,1.2843973229139962,0.4559486072490568,0.7603720415745038,7.935366623778297,False,False,True,False,False,False,False,False,False,fails_positive_events,fails_positive_events,False,False,0.7160195900851336,52.272835781285075,0.0,22
