case_index,case_label,target_id,quarter,sample_stratum,injected_period_days,injected_epoch_days,requested_duration_hours,requested_depth,period_match_exact_error,matches_injected_exact,matches_injected_harmonic,nearest_harmonic_factor,candidate_role,period_days,mes,raw_rank,hardened_rank,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_depth_chi2,event_depth_chi2_dof,event_depth_chi2_pvalue,event_depth_relative_mad,odd_even_depth_z,odd_even_depth_difference_fraction,odd_even_depth_pvalue,robust_event_snr,robust_event_weight_min,robust_event_effective_count,event_consistent_flag,transit_consistency_veto_pass,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.648770649364451,False,False,2.0,v3_1_winner,9.297541298728902,24.485313693871884,3.0,1,10,1.0,0.7,0.3241511137001054,0.5012992114022022,9.208773488023862,9,0.4182301823625498,4.873872202900641,-1.863686532215988,2.0,0.0623657377793579,1.0900709554462649,0.6385110605675656,9.835556513208664,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.661535084364004,False,False,2.0,v2_winner,13.323070168728009,23.763618341770893,6.0,2,7,1.0,0.8571428571428571,0.3970936419097448,0.6727238587327304,2.4984600584542074,6,0.8686399696567355,1.1475927364863394,0.3325663143055928,0.4107038943682526,0.7394616745529795,1.393248552605801,0.6695133663748409,6.8983710807938525,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.669204806064954,False,False,2.0,bank_candidate,9.338409612129908,22.34914126634652,15.0,3,10,1.0,0.7,0.2501118850650176,0.718782084007278,12.070413234256408,9,0.2093687959956322,0.9809733772008014,-1.806077981351736,2.0,0.0709061596318916,2.15407526896482,0.5013721067085766,9.752095285569768,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.874820051394636,False,False,2.0,bank_candidate,11.749640102789272,21.103372436732325,27.0,4,8,1.0,0.875,0.4454207693841609,0.6027718300976005,3.6068988035131495,7,0.8237766057611431,1.3456488198921823,-0.1604861840421942,0.2369781057113905,0.8724981041036922,1.1785415819384533,0.5109473314067918,7.769426786979394,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.2196533586538862,False,False,2.0,bank_candidate,8.439306717307772,20.87704465972541,30.0,5,11,1.0,0.7272727272727273,0.328129978070016,0.6890900444913243,2.4571227326777914,10,0.991485919698007,0.923735746101343,-0.2703099241224918,0.4913987576184823,0.7869218311078995,0.8165561328786198,0.3366755920182128,10.113608332567736,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.8531122163694818,False,False,2.0,bank_candidate,9.706224432738964,20.79836838927094,32.0,6,8,0.8,0.875,0.2705294545987415,0.7728137340629648,2.4923035511925913,7,0.9276754993053294,0.7784056298469174,0.2584841853239266,0.358236716602513,0.7960332526089603,1.5594256327286764,0.4466412248204712,7.693217395207732,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,2.91314100814634,False,False,2.0,bank_candidate,7.82628201629268,20.780825437738432,33.0,7,12,1.0,0.6666666666666666,0.4038009179548028,0.5369993615757253,12.358570836200355,11,0.3373028323659506,2.0349349017906744,-0.5844300974421208,0.6487858892057226,0.5589309823517208,1.2043817341317986,0.3579438743057003,11.56276626925608,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.5747037442633882,False,False,2.0,bank_candidate,5.149407488526776,19.715879315386307,45.0,8,18,1.0,0.8333333333333334,0.1640215486079057,0.8390243768357576,11.077846821343568,17,0.8524886157675794,1.145557591561856,0.1543457156561488,0.1368631191934143,0.8773371532701535,2.4152796870262327,0.4233632183855611,17.51443694401547,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.486571074085078,False,False,2.0,bank_candidate,10.973142148170156,19.577197262955295,48.0,9,9,1.0,0.7777777777777778,0.2843813976015598,0.7427171728652671,8.742769047016319,8,0.3644582768063061,2.2601301317448375,-1.9942432220704176,1.9838116206794345,0.0461254807899835,2.198148776204535,1.0,9.0,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.906744964770042,False,False,2.0,bank_candidate,13.813489929540085,19.213924369172908,55.0,10,7,1.0,0.7142857142857143,0.3495057780999014,0.6498969362954576,7.262211015548178,6,0.2972774040949001,1.086855842527625,-0.3025750909078466,0.3029731827692428,0.7622136997098479,2.250118461311032,0.3829892745168829,6.414768556589953,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,3.985934234922752,False,False,2.0,bank_candidate,9.971868469845504,19.13653035541877,58.0,11,9,0.9,0.6666666666666666,0.4108938818548415,0.5947837730113628,12.312372391072376,8,0.1378013002643978,2.0738089759776055,-0.3761300568316841,0.3532841327754801,0.7068202101058464,1.9644339383888536,0.6084358985683999,8.853458649981258,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.70240339776501,False,False,2.0,bank_candidate,13.40480679553002,19.06692931967483,60.0,12,7,1.0,0.7142857142857143,0.409812569130335,0.6401663099237881,1.714552724083711,6,0.9439922506664122,1.6959237410044803,-0.5702350853965019,1.0308448020730852,0.5685182624291734,1.0265714795232788,0.7248591926728927,6.930393028490233,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,6.42781596063287,False,False,2.0,bank_candidate,14.85563192126574,18.97098848495754,63.0,13,6,1.0,1.0,0.5233238321495762,0.5720114014205083,6.395252148626913,5,0.269635752242631,1.0922752330376522,-0.8699603300335623,0.6592859039516006,0.3843220837763005,1.8568679465698048,0.3332262064109935,5.56507157299762,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.998698669922305,False,False,2.0,bank_candidate,13.99739733984461,18.828243891000294,64.0,14,7,1.0,0.7142857142857143,0.3253634886602198,0.6844087846998971,2.099738550044973,6,0.9103007856484522,1.1181337731492678,0.2609343031705577,0.4758262595832279,0.79414317083952,1.0378663257696872,0.963944913176042,6.998874353864545,True,True,False,False,False,False,False,False,False,False,pass
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,5.804574181267526,False,False,2.0,raw_top1,13.609148362535052,25.363013050705263,1.0,15,7,1.0,0.5714285714285714,0.4844674272923383,0.0,7.444453840993886,6,0.2816907814741146,6.810974545460544,1.0089262005853503,2.0,0.313010028676853,-0.2772482368812598,1.0,7.0,False,False,False,False,True,False,True,False,False,True,fails_positive_events;fails_leave_one_out;fails_robust_sign
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.415051525633316,False,False,2.0,bank_candidate,10.830103051266631,25.33009277114034,2.0,16,9,1.0,0.4444444444444444,0.7408294145372205,0.0,14.358837992824997,8,0.0728787307436607,1.6214406169660942,0.2263708970876753,0.3293961179443604,0.8209129612171105,-0.9964530063719726,0.330007321045676,8.380413645723378,False,False,False,False,True,True,True,False,False,True,fails_positive_events;fails_single_event_dominance;fails_leave_one_out;fails_robust_sign
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.9629527215729468,False,False,2.0,bank_candidate,5.9259054431458935,24.206278016115405,4.0,17,16,1.0,0.5625,0.2969413355533479,0.5573464500133057,26.26127518933827,15,0.0353644876074241,20.956838319165872,0.6602257208884098,0.5977573258765826,0.509108988807345,1.5264187091250505,0.5482490839253873,15.799930202566562,False,False,False,False,True,False,False,False,False,False,fails_positive_events
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,1.5951379009638913,False,False,2.0,bank_candidate,5.190275801927783,24.052839461928713,5.0,18,18,1.0,0.6111111111111112,0.2123810224784387,0.3663588239153905,27.14822916897632,17,0.0559294147312508,2.7207406041884648,1.927222669624568,2.0,0.0539518859583566,1.137320600374402,0.6618871363227828,17.725990447900266,False,False,False,False,True,False,True,False,False,False,fails_positive_events;fails_leave_one_out
0,short_shallow_fast,12645975,5,gap_heavy,2.0,443.81103698692897,2.0,0.0002,4.650044327689102,False,False,2.0,bank_candidate,11.300088655378204,23.32858045886405,7.0,19,9,1.0,0.5555555555555556,0.659834604158964,0.0,8.793534512749673,8,0.3600115474883713,14.855504477803311,0.7878270041380643,2.0,0.4307979032245416,0.0434802465781292,0.3333415228114199,8.482669179080302,False,False,False,False,True,False,True,False,False,False,fails_positive_events;fails_leave_one_out
