target_id,quarter,sample_stratum,trial_index,trial_seed,null_block_size_cadences,success,error,raw_top1_mes,raw_top1_period_days,raw_top1_epoch_days,raw_top1_duration_hours,event_consistency_score,robust_veto_score,hardened_period_days,hardened_epoch_days,hardened_duration_hours,selected_raw_mes,consistency_weight,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,leave_one_out_ratio_normalized,event_consistent_flag,transit_consistency_veto_pass,diagnostic_consistency_veto_pass,event_depth_chi2_pvalue,event_depth_reduced_chi2,odd_even_tested,odd_even_depth_pvalue,odd_even_depth_z,odd_even_depth_difference_fraction,robust_event_snr,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,diagnostic_veto_reason,any_candidate_survives_veto,selection_status,ranking_changed
10677499,5,high_scatter,0,1014004423,24,True,,239.02418041669767,12.30144678254146,454.5653833382894,5.885077530518174,190.149361263666,225.6176387157141,11.586246388207655,454.5654675780461,5.885077530518174,225.6176387157141,0.8427947493203787,8,1.0,0.875,0.3140763378076956,0.7355488149432243,True,True,True,4.872922285519033e-13,10.340124121449794,True,0.6962618667835772,-0.3903714896950188,0.053453787900825,9.920226401653116,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,1,975465674,24,True,,210.3396716566728,13.629676086304244,443.7965088293204,9.808462550863624,145.29236682927916,193.98935706320543,13.323161631589755,444.7774393241634,9.808462550863624,193.98935706320543,0.7489708148367136,8,1.0,0.875,0.4678066490784587,0.5912758419423555,True,True,False,4.278347771370619e-41,29.534717970697653,True,5.63424317945815e-10,-6.200336871875979,0.799823587442498,9.557985792171532,False,False,False,False,False,False,True,False,pass,fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,2,1061254861,24,True,,197.25301002432465,14.017927728942595,456.1183899088428,9.808462550863624,145.19140182811088,189.70805903861097,12.40361826744629,445.2678624517066,9.808462550863624,189.70805903861097,0.7653412436134848,8,1.0,0.75,0.3929448771383815,0.6593851044048293,True,True,False,7.034671641418876e-20,15.104803897808804,True,0.3737140601273689,0.8895379070429715,0.1114580774140663,6.8719716025759,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,3,3343184152,24,True,,247.7307023288256,11.892760842922144,445.79906993345503,9.808462550863624,196.89242547884095,247.7307023288256,11.892760842922144,445.7991541732117,9.808462550863624,247.7307023288256,0.7947841088243298,8,1.0,0.75,0.2203923948625457,0.5971279817981515,True,True,False,2.4102673153498477e-25,18.855975682307424,True,0.0022629741180037,3.0533558532916616,2.0,7.114666297724084,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,4,2190952868,24,True,,192.92973268176115,14.017927728942595,456.1183899088428,9.808462550863624,169.19955824704795,178.63628447669748,13.30272733460879,456.1184741485995,9.808462550863624,178.63628447669748,0.94717351932563,7,1.0,1.0,0.2310248493899718,0.8971376757116998,True,True,True,1.730168885359363e-10,9.51945399822897,True,0.0002301307227288,-3.6834142486198127,0.6516828732673541,13.140764812494494,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,5,316017939,24,True,,198.34554456264996,10.97321747877868,447.2090364251417,9.808462550863624,128.73127799018425,156.2336702409972,7.315478319185786,447.2295549618794,9.808462550863624,156.2336702409972,0.8239662922314419,13,1.0,0.8461538461538461,0.2290828569655465,0.6522568359080586,True,True,False,4.869876044917511e-106,44.272161104068886,True,8.004071014203418e-69,-17.533129249813676,2.0,10.803433796434968,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,6,2102876700,24,True,,148.59933457625922,8.480233247100841,444.22562906592066,9.808462550863624,110.16546737102816,148.59933457625922,8.480233247100841,444.22571330567735,9.808462550863624,148.59933457625922,0.7413590894277706,12,1.0,0.6666666666666666,0.3525706421290471,0.6415415303978127,True,True,False,1.2750820055746746e-76,35.37031219970093,True,4.385396314581812e-21,-9.422961812387996,1.0780488233571874,10.40776954628886,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,7,1543531558,24,True,,168.02813548637815,7.703729961824138,449.9063636266292,9.808462550863624,147.8661021203139,159.66270407658158,13.609241789323278,453.7889642927694,9.808462550863624,159.66270407658158,0.9261154818559916,7,1.0,1.0,0.2648372407999813,0.8576898857333553,True,True,True,2.4083221597609447e-06,6.0502833998374825,True,0.0012371345235073,3.2301773483448577,0.4915225443925704,12.408689900029556,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,8,3468048585,24,True,,177.25038270470367,13.159687255742028,456.5066415514811,9.808462550863624,151.24749838691238,177.25038270470367,13.159687255742028,456.50672579123784,9.808462550863624,177.25038270470367,0.8532985716532321,7,1.0,0.8571428571428571,0.3142802510176745,0.773138707891935,True,True,False,5.426450695095165e-15,13.186847699901907,True,3.9130279282090683e-07,-5.073140776309595,0.5602192379452634,15.360396326445088,False,False,False,False,False,False,True,False,pass,fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,9,1444860348,24,True,,202.82445478695115,8.705010513891466,448.90508307456184,9.808462550863624,155.75956812034696,202.82445478695115,8.705010513891466,448.90516731431853,9.808462550863624,202.82445478695115,0.7679526035652771,11,1.0,0.7272727272727273,0.2982980689634588,0.6195766038219745,True,True,False,9.224152323455665e-86,42.82142275424144,True,0.0001079190877155,3.8720606520033143,0.6167068780125542,9.557356813178966,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,10,191991860,24,True,,193.05102864155648,12.40361826744629,443.7556402353584,9.808462550863624,146.51430242950744,162.02664868878733,6.436803549004253,449.7634077875191,9.808462550863624,162.02664868878733,0.9042605251369776,13,0.9285714285714286,0.8461538461538461,0.1397509696598795,0.9131105113466316,True,True,False,5.1579851979750865e-56,24.58680205927573,True,7.052831851229554e-08,-5.389819925924377,0.758411012565011,18.27602800885105,False,False,False,False,False,False,True,False,pass,fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,11,3369009274,24,True,,189.07654495708815,12.812304207065608,446.2690587640173,9.808462550863624,137.34826963664065,189.07654495708815,12.812304207065608,446.26914300377393,9.808462550863624,189.07654495708815,0.7264162229525216,8,1.0,0.75,0.418181492919586,0.5583434126072855,True,True,False,2.3727972503470612e-43,31.05440783177765,True,1.615694215705801e-13,7.377268948777301,2.0,7.760347030003688,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,12,2782433270,24,True,,189.41503161805903,13.588807492342312,444.4912749266732,9.808462550863624,129.32590944711242,189.41503161805903,13.588807492342312,444.4913591664299,9.808462550863624,189.41503161805903,0.682764764455908,7,1.0,0.7142857142857143,0.5050990938072851,0.5269232942374072,True,True,False,2.802041991695e-65,52.69447751271301,True,3.4701226580845136e-24,-10.145495675014716,2.0,17.445150310798525,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,13,1805570337,24,True,,145.77806034166568,14.406179371580947,454.8310291990419,3.9233850203454494,106.91351213737434,145.77806034166568,14.406179371580947,454.83111343879864,3.9233850203454494,145.77806034166568,0.7333991952341594,6,1.0,0.8333333333333334,0.4322565673065059,0.5095767410736777,True,True,True,0.0948662394421595,1.8758158056444512,True,0.4884523278839076,-0.6927725076412137,1.1760948502276083,1.845440550652412,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,14,3690471416,24,True,,265.9245463362506,9.849331144825555,446.3099273579792,9.808462550863624,169.42341977885312,239.35663603890737,4.924665572412778,446.3304458947168,9.808462550863624,239.35663603890737,0.7078283793699097,18,0.9473684210526316,0.6666666666666666,0.3006743696486414,0.5367613172229977,True,True,False,6.076899748272809e-185,54.19240132704291,True,4.298758251207814e-06,4.596388993469166,1.036458426649666,6.613815994809063,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,15,2355251789,24,True,,281.83723278282605,11.81102365499828,445.8808071213789,9.808462550863624,216.66417291763503,258.2402785135794,13.323161631589755,444.3687533845441,9.808462550863624,258.2402785135794,0.8390022430456829,8,1.0,0.75,0.2626597717599352,0.7840275943049436,True,True,False,4.1762719012400714e-55,38.94789399461734,True,0.2953875485824577,1.0463758274749897,0.1156876241649669,17.223793512097814,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,16,1916270926,24,True,,218.43594101693603,11.300166230474131,447.9446711164565,9.808462550863624,196.8841035911989,218.43594101693603,11.300166230474131,447.94475535621314,9.808462550863624,218.43594101693603,0.901335662412505,8,1.0,0.875,0.2324674628031413,0.8599029205951791,True,True,True,1.1345348859185656e-23,17.711480829880188,True,0.0043465056987771,2.851854015819856,0.175134337885437,28.598471249966178,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,17,2454838007,24,True,,195.66397297322723,14.610522341390606,455.4644924054519,9.808462550863624,145.55879294825388,195.66397297322723,14.610522341390606,455.4645766452086,9.808462550863624,195.66397297322723,0.7439223007506381,6,1.0,0.8333333333333334,0.4564162137168026,0.563434994388655,True,True,True,1.631155859233253e-16,16.679540761264345,True,0.1014126966461796,-1.6380431315623232,0.5804418951519786,7.711783273154776,False,False,False,False,False,False,False,False,pass,pass,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,18,3802996129,24,True,,224.11016062225173,9.665422471996862,444.9203951632735,5.885077530518174,173.7919396589693,224.11016062225173,9.665422471996862,444.9204794030302,5.885077530518174,224.11016062225173,0.7754755035489169,10,1.0,0.7,0.3366052079718643,0.700881740002197,True,True,False,1.54331500974017e-55,31.356145103965357,True,1.2078572442464198e-30,-11.507605435891367,1.143690778726001,13.393479587754516,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,19,3358998406,24,True,,203.43340998531383,13.527504601399414,444.10302328403486,9.808462550863624,135.97652336909402,160.65899915611135,14.283573589695152,456.1184741485995,9.808462550863624,160.65899915611135,0.8463673002031245,6,1.0,0.8333333333333334,0.3446469264580896,0.7829971166820928,True,True,True,2.6157646374911215e-12,12.644863465200247,True,0.7015837715009103,0.3831834186564475,0.0303648345707951,21.65104599019102,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,20,1103845519,24,True,,242.16555987451952,11.484074903302826,449.6407177658766,9.808462550863624,175.18753885675554,228.98427926885768,10.544097242178395,450.6625168546816,9.808462550863624,228.98427926885768,0.7650636079303169,9,1.0,0.6666666666666666,0.3253618235848447,0.6771080858052752,True,True,False,6.907032160020184e-107,64.83457389425178,True,0.0089470885889794,2.614069303846143,0.2819231974782054,15.557901278485303,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,21,1441510929,24,True,,228.72345692711363,14.508350856485777,443.5921658595107,9.808462550863624,177.66032090481195,199.8399057492292,12.587526940274984,447.413463634708,9.808462550863624,199.8399057492292,0.8890132340622224,8,1.0,1.0,0.3084485359544496,0.7903445303377717,True,True,True,1.351690383894475e-36,26.497806375742133,True,0.0904011082430241,1.693285649977447,0.0921924370569973,21.901008747138384,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,22,1015361773,24,True,,199.4660104658788,12.219709594617598,455.6688353752615,9.808462550863624,147.9713494105815,175.3745786799091,10.114977005578112,448.067361138099,9.808462550863624,175.3745786799091,0.8437445753221535,9,1.0,0.7777777777777778,0.2637665224555227,0.7867203062869794,True,True,False,1.36521871335139e-16,11.57744948675319,True,0.6498292568259016,-0.4539994025277719,0.1359544338827447,8.262712818899733,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,23,658667191,24,True,,264.4297023043492,12.812304207065608,448.35335705607577,9.808462550863624,191.9880135667753,264.4297023043492,12.812304207065608,448.35344129583245,9.808462550863624,264.4297023043492,0.7260455686093988,8,1.0,0.75,0.4454392850965077,0.5845924538341123,True,True,False,1.0418870619712485e-42,30.621751220410797,True,2.458155166948106e-21,9.4835333082404,1.0932219926242166,10.472222618985365,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_top1_mes_preserved,False
10677499,5,high_scatter,24,724799567,24,True,,180.1148832810796,12.975778582913335,446.2486244670363,9.808462550863624,144.075964343343,165.7378376277294,11.157126151607372,446.228274409812,9.808462550863624,165.7378376277294,0.8693003746492577,9,1.0,0.8888888888888888,0.2794695460189176,0.7925508311114096,True,True,False,3.5457926227257935e-48,30.475224477575395,True,2.689798618585189e-15,-7.90451450338584,0.5527314485327538,22.131178694130465,False,False,False,False,False,True,True,False,pass,fails_depth_chi2;fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,25,3718715852,24,True,,190.50024831569863,10.07410841161618,447.57685377079906,9.808462550863624,143.5834915202869,169.5400827354589,14.876168202143162,443.79659306907706,9.808462550863624,169.5400827354589,0.8468999731722837,7,1.0,0.8571428571428571,0.3081193549722433,0.7435279432458392,True,True,False,4.6193922482212586e-98,78.11737077465354,True,8.69906892001614e-32,11.732367765319047,1.7146710556950653,16.06055091120389,False,False,False,False,False,False,True,False,pass,fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,26,3615441965,24,True,,169.14789120691574,8.418930356157944,450.7441698028488,9.808462550863624,123.38105956436284,151.33080739477947,9.604119581053965,449.55906481770944,9.808462550863624,151.33080739477947,0.8153069536098911,10,1.0,0.8,0.2795538425251841,0.689978532337725,True,True,False,4.039386239098089e-83,45.76180811876756,True,1.1550160568409585e-25,10.472539927991969,1.2158211647402792,12.760332315741294,False,False,False,False,False,False,True,False,pass,fails_odd_even,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,27,1611776622,24,True,,182.03773591231425,13.609241789323278,445.819504230436,9.808462550863624,139.55308109931778,155.14897702667758,13.609241789323278,454.87198203276057,2.942538765259087,155.14897702667758,0.8994779325894098,7,1.0,1.0,0.3065195275297268,0.809060551215319,True,True,False,1.2717231562685017e-71,57.62221058234758,True,0.0006562625944261,3.407228093738034,0.5103097573336374,17.929969256921307,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,28,1529232411,24,True,,225.4278734471267,6.579843627871014,447.9855397104184,5.885077530518174,149.27231659688138,169.5775234402874,10.339754272368737,450.9077284184532,9.808462550863624,169.5775234402874,0.8802600342812766,9,1.0,0.8888888888888888,0.2627609502561475,0.8143959530859035,True,True,False,3.119678420190766e-54,34.04350419168183,True,3.640904328990602e-09,5.899732929785766,0.4316964281289265,23.36409907810285,False,False,False,False,False,True,False,False,pass,fails_depth_chi2,True,raw_failed_event_penalty_rank,True
10677499,5,high_scatter,29,269731492,24,True,,187.38530454693463,11.56581209122669,454.6062519322513,7.846770040690899,143.06298094102894,162.54941886974592,12.669264128198847,454.5654675780461,5.885077530518174,162.54941886974592,0.8801199163662845,7,1.0,0.8571428571428571,0.2752335771637839,0.8278836967319775,True,True,True,9.156406889101229e-09,8.092340028782116,True,0.0138163240225537,-2.462003703126944,0.437515130964528,11.159024304710863,False,False,False,False,False,False,False,False,pass,pass,True,raw_failed_event_penalty_rank,True
