period_days,epoch_days,duration_hours,mes,max_ses,source_index,raw_rank,expected_event_count_event_check,valid_event_count,event_observability_fraction,positive_event_fraction,single_event_fraction,anti_dominance_score,combined_event_snr,leave_one_out_combined_snr_min,leave_one_out_ratio,leave_one_out_ratio_normalized,median_event_depth,event_depth_relative_mad,event_depth_weighted_mean,event_depth_weighted_mean_error,event_depth_chi2,event_depth_chi2_dof,event_depth_reduced_chi2,event_depth_chi2_pvalue,odd_even_tested,odd_event_count,even_event_count,odd_depth,even_depth,odd_even_depth_difference,odd_even_depth_difference_fraction,odd_even_depth_z,odd_even_depth_pvalue,robust_event_snr,robust_event_location,robust_event_weight_min,robust_event_effective_count,fails_min_events,fails_observability,fails_positive_events,fails_single_event_dominance,fails_leave_one_out,fails_depth_chi2,fails_odd_even,fails_robust_sign,veto_reason,event_consistent_flag,transit_consistency_veto_pass,consistency_weight,event_consistency_score,robust_veto_score,hardened_rank
10.62595601659268,449.804190472154,7.846859827637672,23.05014924446894,,2.0,3.0,9,9,1.0,1.0,0.3026209251353704,0.7845514592227083,11.537024229961874,8.533731571645434,0.7396822093415709,0.7845514592227083,0.0035599655748493886,0.3329899734546794,0.002944519329530199,0.00021316619676585167,20.84989261249278,8,2.6062365765615976,0.007557047221758815,True,4,5,0.0029614966979266836,0.0029039309431715,5.756575475518357e-05,0.019628834682684976,0.12314527203228322,0.9019920621792238,9.131948727201536,3.1424015220520407,0.3014382626191927,8.445076264683053,False,False,False,False,False,False,False,False,pass,True,True,0.8857490949601406,20.416648831984535,23.05014924446894,1
7.15208578039892,449.21158907892095,9.80857478454709,18.229911866162464,,162.0,54.0,13,13,1.0,1.0,0.12498301134508527,0.9479350710428243,17.554546024392224,15.987742353503815,0.9107465571190894,0.9479350710428243,0.005266058039003874,0.45955367577314765,0.004820764528175889,0.0002740889175821388,29.933376193061036,12,2.4944480160884197,0.0028576352171030437,True,6,7,0.004903381516412359,0.004733301374724647,0.00017008014168771231,0.03529848260216956,0.3101385624301307,0.7564555884438919,17.46029348393626,4.845109973967525,0.880891487812546,12.98661006096707,False,False,False,False,False,False,False,False,pass,True,True,0.9736195720315118,17.748998989305278,18.229911866162464,2
14.998945608036593,452.2767686990919,1.961714956909418,18.05029014083266,,176.0,56.0,6,6,1.0,1.0,0.23542180920422556,0.9174938289549294,0.7760890524714669,0.650016058865106,0.8375534441506686,0.9174938289549289,0.000428507813684198,0.6451204863354489,9.05974351058446e-05,0.0001770723435677402,0.3941819468304449,5,0.07883638936608897,0.9954883291008071,True,3,3,8.076446452011496e-05,0.00042352980644127424,-0.0003427653419211593,1.359386222126655,-0.3231243202325776,0.7466010924810795,0.7822971598897668,0.3196164389022359,0.8966948222768418,5.990806472715151,False,False,False,False,False,False,False,False,pass,True,True,0.9578589817686782,17.289632534927186,18.05029014083266,3
9.175104329711758,445.04294479548844,9.80857478454709,23.64157503990945,,0.0,1.0,11,11,1.0,0.36363636363636365,0.35876868599612965,0.7053544454042574,-2.622583367259123,-4.407306281124916,0.0,0.0,-0.0012078952845417934,4.879677259519174,-0.0010814550116903894,0.00021101616615057053,152.22620175192571,10,15.22262017519257,1.297918379110107e-27,True,5,6,-0.0015077751104614699,-0.00044974930795670603,-0.0010580258025047638,1.0809835040113847,-2.4592890423275326,0.013921248644115003,-2.139879401859208,-0.6495850405075457,0.6325099355166516,10.851919585919282,False,False,True,False,True,True,False,True,fails_positive_events;fails_leave_one_out;fails_depth_chi2;fails_robust_sign,False,False,0.0,0.0,0.0,4
5.885144870728254,448.6189876856879,9.80857478454709,23.250053681229453,,1.0,2.0,16,16,1.0,0.4375,0.2288303684107818,0.8225809403618328,-3.534019469690194,-5.7477285011574395,0.0,0.0,-0.0013576812608316335,4.626711736929663,-0.00026932640904275324,0.0001385678625142767,659.4529971445706,15,43.96353314297138,8.055423784789755e-131,True,8,8,-0.0038939885655592497,0.0016238991612049956,-0.005517887726764245,2.0,-18.90481491156164,1.0410420542416471e-79,-2.624703235867955,-0.6574970038954933,0.7419407191081642,15.935762809778558,False,False,True,False,True,True,True,True,fails_positive_events;fails_leave_one_out;fails_depth_chi2;fails_odd_even;fails_robust_sign,False,False,0.0,0.0,0.0,5
4.577334899455309,446.7798799135853,9.80857478454709,22.57979100963071,,5.0,4.0,20,20,1.0,0.5,0.1986327484218394,0.8435444753454322,2.3743951929052276,-0.2554266691452212,0.0,0.0,-0.0006926205302147381,8.74489813858396,0.0009030730421536909,9.768805064097499e-05,679.2395750497727,19,35.74945131840909,8.970199488070502e-132,True,10,10,0.0009977507014712428,0.0007962392612136237,0.00020151144025761913,0.22465169198164212,1.0295243247631654,0.30323335532886025,2.3322959639728493,0.5215207286839784,0.9832118160918659,19.999731802561705,False,False,True,False,True,True,False,False,fails_positive_events;fails_leave_one_out;fails_depth_chi2,False,False,0.0,0.0,0.0,6
3.065179620170966,444.981641203085,9.80857478454709,22.536535730027783,,6.0,5.0,31,30,0.967741935483871,0.5666666666666667,0.12203962559280788,0.9082348700764056,5.160396749142562,3.5246438307632713,0.6830179930155403,0.6946943600702572,0.0013333823499641073,2.9598622203930836,0.0007380395887101562,8.60706820173308e-05,668.9381322774548,29,23.06683214749844,2.986099991873063e-122,True,15,15,0.0010188992373698301,0.00046673808845592397,0.0005521611489139062,0.7433323588676009,3.20712234371576,0.0013406996497813601,5.6277429461323845,1.028531134698149,0.7501552638303337,29.938746917891404,False,False,True,False,False,True,False,False,fails_positive_events;fails_depth_chi2,False,False,0.7669548411093626,17.284505179978932,0.0,7
9.154669798910618,451.3572148130406,9.80857478454709,22.393105424246947,,7.0,6.0,10,10,1.0,0.6,0.2669276131727992,0.8145248742524452,2.624800149522867,0.26532334177371447,0.1010832545944287,0.10655110594035819,0.000878178842032562,6.36180887009915,0.0009977507014712428,0.00013416430879320779,234.42515082918246,9,26.04723898102027,1.9232733479950266e-45,True,5,5,0.0010461835516628244,0.0004966067627053004,0.000549576788957524,0.7124452154505677,1.1612193313677306,0.2455527151912763,2.624800149522867,0.8300346875242784,1.0,10.0,False,False,True,False,True,True,False,False,fails_positive_events;fails_leave_one_out;fails_depth_chi2,False,False,0.47769796470563103,10.697140884601392,0.0,8
12.362891134689562,447.78117192284117,5.885144870728254,22.392373207004436,,8.0,7.0,8,8,1.0,0.625,0.36461564438330624,0.7261535492762216,1.9955872317632124,0.6806329446353513,0.3410690015459631,0.36461809972401876,0.0005032822018596339,3.951810380901115,0.0005836776974530818,0.00015495403553168822,34.63165332271911,7,4.94737904610273,1.3115516613971441e-05,True,4,4,0.0007931762600500311,-0.0013764088102961405,0.0021695850703461715,2.0,4.135473594535132,3.542233462080264e-05,2.463870785219407,0.8857668501361835,0.5015436491855454,7.737434944372565,False,False,True,False,True,True,True,False,fails_positive_events;fails_leave_one_out;fails_depth_chi2;fails_odd_even,False,False,0.6378031741722332,14.281926708676698,0.0,9
8.786848244490102,452.1132924526828,9.80857478454709,22.29052264745019,,10.0,8.0,10,10,1.0,0.5,0.33576598415610287,0.7380377953821079,-2.494031818490493,-4.01309480425454,0.0,0.0,-0.00016299071308434332,31.333944616239403,-0.0002461599755672312,0.0001834109076982411,185.44191592323702,9,20.604657324804112,3.696599899879609e-35,True,5,5,0.0009884486840694424,-0.003322871793559151,0.004311320477628593,2.0,10.626320464807922,2.2480784823902144e-26,-0.6539238901751743,-0.20979026810817542,0.46075468590848856,9.715915565790029,False,False,True,False,True,True,True,True,fails_positive_events;fails_leave_one_out;fails_depth_chi2;fails_odd_even;fails_robust_sign,False,False,0.0,0.0,0.0,10
